acc,log_file
0.546053,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents.16000.nn.voiced.vq_wav2vec_gumbel.1000_0.0001_10_1024.log
0.539474,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents.16000.nn.voiced.wav2vec_large.1000_0.0001_5_1024.log
0.539474,/home/storage/data/cross_tester/voiced_to_svd_u/results/baseline_latents.16000.nn.voiced.mel_std.1000_0.0001_5_512.log
0.539474,/home/storage/data/cross_tester/voiced_to_svd_u/results/baseline_latents.24000.nn.voiced.mel_mu_mel_std.100_0.0001_2_1024.log
0.539474,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents_full.24000.svm.voiced.wav2vec_large.1.0_20_poly.log
0.539474,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents_full.16000.svm.voiced.xlsr_53.1.0_5_rbf.log
0.539474,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents.24000.nn.voiced.hubert_base_robust_mgr.100_0.0001_10_512.log
0.539474,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents.24000.nn.voiced.xlsr_53.1000_0.001_5_512.log
0.539474,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents.16000.nn.voiced.wav2vec_large.1000_0.001_2_1024.log
0.539474,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents_full.24000.svm.voiced.xlsr_53.1.0_20_rbf.log
0.539474,/home/storage/data/cross_tester/voiced_to_svd_u/results/baseline_latents.16000.nn.voiced.mel_mu_mel_std_mfcc_mu_mfcc_std.100_0.0001_5_1024.log
0.539474,/home/storage/data/cross_tester/voiced_to_svd_u/results/baseline_latents.24000.nn.voiced.mel_mu_mel_std.1000_0.001_5_512.log
0.539474,/home/storage/data/cross_tester/voiced_to_svd_u/results/baseline_latents.16000.nn.voiced.mel_mu_mel_std.1000_0.001_10_512.log
0.539474,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents_full.24000.svm.voiced.xlsr_53.1.0_10_rbf.log
0.539474,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents_full.16000.svm.voiced.wav2vec_large.1.0_20_poly.log
0.539474,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents.24000.nn.voiced.vq_wav2vec_gumbel.100_0.001_5_512.log
0.539474,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents_full.16000.svm.voiced.xlsr_53.1.0_20_rbf.log
0.539474,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents_full.24000.svm.voiced.xlsr_53.1.0_5_rbf.log
0.539474,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents.16000.nn.voiced.data2vec_base_960.1000_0.001_2_1024.log
0.539474,/home/storage/data/cross_tester/voiced_to_svd_u/results/baseline_latents.24000.nn.voiced.mel_std.100_0.001_10_512.log
0.539474,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents.24000.nn.voiced.vq_wav2vec_gumbel.1000_0.0001_10_512.log
0.539474,/home/storage/data/cross_tester/voiced_to_svd_u/results/baseline_latents.16000.nn.voiced.mel_mu_mel_std_mfcc_mu_mfcc_std.1000_0.0001_5_1024.log
0.539474,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents.24000.nn.voiced.distilhubert_base.1000_0.001_10_1024.log
0.539474,/home/storage/data/cross_tester/voiced_to_svd_u/results/baseline_latents.24000.nn.voiced.mel_mu_mel_std.1000_0.0001_2_1024.log
0.539474,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents_full.16000.svm.voiced.xlsr_53.1.0_10_rbf.log
0.532895,/home/storage/data/cross_tester/voiced_to_svd_u/results/baseline_latents.24000.nn.voiced.mel_mu_mel_std_mfcc_mu_mfcc_std.100_0.001_2_512.log
0.532895,/home/storage/data/cross_tester/voiced_to_svd_u/results/baseline_latents.16000.nn.voiced.mel_mu_mel_std_mfcc_mu_mfcc_std.100_0.001_5_1024.log
0.532895,/home/storage/data/cross_tester/voiced_to_svd_u/results/baseline_latents.16000.nn.voiced.mel_mu_mel_std.100_0.001_10_512.log
0.532895,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents.24000.svm.voiced.xlsr_53.1.0_5_poly.log
0.532895,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents.16000.nn.voiced.data2vec_base_960.1000_0.001_2_512.log
0.532895,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents.16000.nn.voiced.wav2vec_large.1000_0.001_10_512.log
0.532895,/home/storage/data/cross_tester/voiced_to_svd_u/results/baseline_latents.16000.svm.voiced.mel_mu_mel_std_mfcc_mu_mfcc_std.1.0_10_linear.log
0.532895,/home/storage/data/cross_tester/voiced_to_svd_u/results/baseline_latents.24000.nn.voiced.mel_mu.1000_0.0001_2_1024.log
0.532895,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents.24000.nn.voiced.xls_r_2b.1000_0.001_10_1024.log
0.532895,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents.16000.svm.voiced.vq_wav2vec_gumbel.1.0_20_poly.log
0.532895,/home/storage/data/cross_tester/voiced_to_svd_u/results/baseline_latents.16000.svm.voiced.mel_mu_mel_std_mfcc_mu_mfcc_std.1.0_20_linear.log
0.532895,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents.16000.nn.voiced.wav2vec_large.1000_0.0001_5_512.log
0.532895,/home/storage/data/cross_tester/voiced_to_svd_u/results/baseline_latents.16000.nn.voiced.mel_mu_mel_std_mfcc_mu_mfcc_std.100_0.001_10_512.log
0.532895,/home/storage/data/cross_tester/voiced_to_svd_u/results/baseline_latents.16000.svm.voiced.mel_mu_mel_std_mfcc_mu_mfcc_std.1.0_5_linear.log
0.532895,/home/storage/data/cross_tester/voiced_to_svd_u/results/baseline_latents.24000.nn.voiced.mel_std.100_0.0001_10_1024.log
0.532895,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents.24000.nn.voiced.hubert_base.1000_0.001_10_512.log
0.526316,/home/storage/data/cross_tester/voiced_to_svd_u/results/baseline_latents.16000.nn.voiced.mel_mu_mel_std.100_0.001_2_1024.log
0.526316,/home/storage/data/cross_tester/voiced_to_svd_u/results/baseline_latents.16000.svm.voiced.mel_mu.1.0_5_linear.log
0.526316,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents.16000.nn.voiced.vq_wav2vec_gumbel.1000_0.0001_10_512.log
0.526316,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents.24000.nn.voiced.vq_wav2vec_gumbel.1000_0.0001_10_1024.log
0.526316,/home/storage/data/cross_tester/voiced_to_svd_u/results/baseline_latents.16000.nn.voiced.mel_mu_mel_std.1000_0.001_2_1024.log
0.526316,/home/storage/data/cross_tester/voiced_to_svd_u/results/baseline_latents.24000.nn.voiced.mel_std.100_0.0001_5_1024.log
0.526316,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents.24000.nn.voiced.hubert_base.1000_0.001_5_512.log
0.526316,/home/storage/data/cross_tester/voiced_to_svd_u/results/baseline_latents.16000.svm.voiced.mel_mu.1.0_20_linear.log
0.526316,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents.16000.nn.voiced.wav2vec_large.1000_0.001_10_1024.log
0.526316,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents_full.16000.svm.voiced.vq_wav2vec_gumbel.1.0_10_poly.log
0.526316,/home/storage/data/cross_tester/voiced_to_svd_u/results/baseline_latents.16000.nn.voiced.mel_mu_mel_std_mfcc_mu_mfcc_std.100_0.001_2_512.log
0.526316,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents.24000.nn.voiced.vq_wav2vec_gumbel.1000_0.001_10_512.log
0.526316,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents.16000.svm.voiced.vq_wav2vec_kmeans.1.0_10_poly.log
0.526316,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents.24000.nn.voiced.wav2vec_large.100_0.001_1_512.log
0.526316,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents.24000.nn.voiced.xls_r_2b.1000_0.0001_2_1024.log
0.526316,/home/storage/data/cross_tester/voiced_to_svd_u/results/baseline_latents.16000.nn.voiced.mel_std.1000_0.001_5_512.log
0.526316,/home/storage/data/cross_tester/voiced_to_svd_u/results/baseline_latents.24000.nn.voiced.mel_std.100_0.001_5_1024.log
0.526316,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents_full.24000.svm.voiced.vq_wav2vec_gumbel.1.0_10_poly.log
0.526316,/home/storage/data/cross_tester/voiced_to_svd_u/results/baseline_latents.24000.nn.voiced.mfcc_mu.1000_0.001_2_512.log
0.526316,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents.16000.nn.voiced.hubert_base.1000_0.0001_2_1024.log
0.526316,/home/storage/data/cross_tester/voiced_to_svd_u/results/baseline_latents.24000.nn.voiced.mel_mu_mel_std_mfcc_mu_mfcc_std.1000_0.001_2_512.log
0.526316,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents.24000.nn.voiced.unispeech_sat_large.1000_0.001_5_1024.log
0.526316,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents.24000.nn.voiced.xls_r_2b.1000_0.0001_5_1024.log
0.526316,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents.24000.nn.voiced.wav2vec_large.100_0.001_1_1024.log
0.526316,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents.24000.nn.voiced.wav2vec_large.100_0.0001_10_1024.log
0.526316,/home/storage/data/cross_tester/voiced_to_svd_u/results/baseline_latents.16000.nn.voiced.mel_mu_mel_std_mfcc_mu_mfcc_std.100_0.001_2_1024.log
0.526316,/home/storage/data/cross_tester/voiced_to_svd_u/results/baseline_latents.24000.nn.voiced.mel_std.1000_0.001_5_512.log
0.526316,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents.24000.nn.voiced.vq_wav2vec_gumbel.1000_0.0001_2_1024.log
0.526316,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents.24000.nn.voiced.vq_wav2vec_gumbel.1000_0.001_5_1024.log
0.526316,/home/storage/data/cross_tester/voiced_to_svd_u/results/baseline_latents.16000.nn.voiced.mel_mu_mel_std_mfcc_mu_mfcc_std.1000_0.001_2_1024.log
0.526316,/home/storage/data/cross_tester/voiced_to_svd_u/results/baseline_latents.16000.svm.voiced.mel_mu.1.0_10_linear.log
0.526316,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents.16000.nn.voiced.vq_wav2vec_gumbel.1000_0.001_10_512.log
0.519737,/home/storage/data/cross_tester/voiced_to_svd_u/results/baseline_latents.16000.svm.voiced.mfcc_mu_mfcc_std.1.0_5_rbf.log
0.519737,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents.16000.nn.voiced.wav2vec_large.1000_0.0001_10_1024.log
0.519737,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents_full.16000.svm.voiced.vq_wav2vec_gumbel.1.0_20_poly.log
0.519737,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents.24000.nn.voiced.vq_wav2vec_gumbel.1000_0.0001_5_512.log
0.519737,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents.24000.nn.voiced.decoar2.100_0.001_10_512.log
0.519737,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents.16000.nn.voiced.wav2vec_large.1000_0.0001_2_1024.log
0.519737,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents.24000.nn.voiced.vq_wav2vec_gumbel.100_0.001_5_1024.log
0.519737,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents.16000.nn.voiced.hubert_base.1000_0.0001_5_512.log
0.519737,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents_full.24000.svm.voiced.vq_wav2vec_gumbel.1.0_20_poly.log
0.519737,/home/storage/data/cross_tester/voiced_to_svd_u/results/baseline_latents.24000.nn.voiced.mel_mu_mel_std.1000_0.001_10_512.log
0.519737,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents.24000.nn.voiced.vq_wav2vec_gumbel.1000_0.001_5_512.log
0.519737,/home/storage/data/cross_tester/voiced_to_svd_u/results/baseline_latents.16000.nn.voiced.mel_mu_mel_std_mfcc_mu_mfcc_std.1000_0.001_2_512.log
0.519737,/home/storage/data/cross_tester/voiced_to_svd_u/results/baseline_latents.16000.svm.voiced.mel_std.1.0_5_linear.log
0.519737,/home/storage/data/cross_tester/voiced_to_svd_u/results/baseline_latents.16000.nn.voiced.mel_std.1000_0.0001_5_1024.log
0.519737,/home/storage/data/cross_tester/voiced_to_svd_u/results/baseline_latents.24000.nn.voiced.mel_mu.1000_0.001_10_512.log
0.519737,/home/storage/data/cross_tester/voiced_to_svd_u/results/baseline_latents.16000.svm.voiced.mel_std.1.0_10_linear.log
0.519737,/home/storage/data/cross_tester/voiced_to_svd_u/results/baseline_latents.24000.nn.voiced.mel_mu.100_0.0001_10_512.log
0.519737,/home/storage/data/cross_tester/voiced_to_svd_u/results/baseline_latents.16000.svm.voiced.mfcc_mu_mfcc_std.1.0_20_rbf.log
0.519737,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents.16000.nn.voiced.vq_wav2vec_kmeans.1000_0.0001_5_1024.log
0.519737,/home/storage/data/cross_tester/voiced_to_svd_u/results/baseline_latents.16000.nn.voiced.mel_mu_mel_std.100_0.0001_5_512.log
0.519737,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents.16000.nn.voiced.wav2vec_large.1000_0.001_5_512.log
0.519737,/home/storage/data/cross_tester/voiced_to_svd_u/results/baseline_latents.16000.svm.voiced.mfcc_mu_mfcc_std.1.0_10_rbf.log
0.519737,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents.24000.nn.voiced.hubert_base.100_0.001_5_512.log
0.519737,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents.16000.nn.voiced.hubert_base.1000_0.001_10_1024.log
0.519737,/home/storage/data/cross_tester/voiced_to_svd_u/results/baseline_latents.24000.nn.voiced.mel_mu_mel_std.100_0.0001_5_1024.log
0.519737,/home/storage/data/cross_tester/voiced_to_svd_u/results/baseline_latents.16000.nn.voiced.mel_mu_mel_std_mfcc_mu_mfcc_std.1000_0.0001_10_1024.log
0.519737,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents.24000.nn.voiced.xls_r_2b.1000_0.001_2_512.log
0.519737,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents.16000.nn.voiced.hubert_base.1000_0.001_2_512.log
0.519737,/home/storage/data/cross_tester/voiced_to_svd_u/results/baseline_latents.16000.svm.voiced.mel_std.1.0_20_linear.log
0.519737,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents.16000.nn.voiced.wav2vec_large.100_0.001_5_512.log
0.513158,/home/storage/data/cross_tester/voiced_to_svd_u/results/baseline_latents.24000.nn.voiced.mel_mu_mel_std.100_0.001_5_1024.log
0.513158,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents.24000.svm.voiced.decoar_layers.1.0_10_poly.log
0.513158,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents.16000.nn.voiced.xls_r_2b.1000_0.001_1_512.log
0.513158,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents.24000.nn.voiced.wavlm_large.1000_0.001_10_512.log
0.513158,/home/storage/data/cross_tester/voiced_to_svd_u/results/baseline_latents.24000.nn.voiced.mel_mu_mel_std_mfcc_mu_mfcc_std.1000_0.001_5_1024.log
0.513158,/home/storage/data/cross_tester/voiced_to_svd_u/results/baseline_latents.16000.nn.voiced.mel_mu.100_0.001_10_1024.log
0.513158,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents.24000.nn.voiced.xls_r_2b.1000_0.0001_10_512.log
0.513158,/home/storage/data/cross_tester/voiced_to_svd_u/results/baseline_latents.24000.nn.voiced.mel_std.100_0.0001_10_512.log
0.513158,/home/storage/data/cross_tester/voiced_to_svd_u/results/baseline_latents.24000.nn.voiced.mel_mu.100_0.001_5_512.log
0.513158,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents.16000.nn.voiced.vq_wav2vec_kmeans.1000_0.001_10_1024.log
0.513158,/home/storage/data/cross_tester/voiced_to_svd_u/results/nn_latents.24000.nn.voiced.vq_wav2vec_gumbel.1000_0.001_10_1024.log
0.513158,/home/storage/data/cross_tester/voiced_to_svd_u/results/baseline_latents.16000.nn.voiced.mel_mu_mel_std.1000_0.001_5_512.log
